invoice_no,stock_code
537038,22423
C537039,22854
C537039,20936
C537039,85175
537040,22423
537040,84949
537041,22726
537041,22730
537041,22727
537041,22728
537041,22358
537041,21876
537041,21868
537041,21877
537041,37370
537041,22652
537041,22507
537041,85054
537041,85055
537041,21165
537041,22666
537041,22667
537041,84924A
537041,22630
537041,22629
537041,22955
537041,22956
537041,22426
537041,22427
537041,22193
537041,35810B
537041,35241
537042,22969
537042,21756
537042,21260
537042,84580
537042,85014A
537042,85014B
537042,15056P
537042,15056N
537042,20679
537042,15056BL
537042,21524
537042,22955
537042,22956
537042,22666
537042,21533
537042,22730
537042,21259
537042,21850
537042,20773
537042,21579
537042,21985
537042,22697
537042,22699
537042,22508
537042,21930
537042,21579
537042,21755
537042,21579
537042,22862
537042,22327
537042,22423
537042,21192
537042,22469
537042,22470
537042,22316
537042,21112
537042,17109D
537042,47591D
537042,21328
537042,22904
537042,21427
537042,21011
537042,22372
537042,22624
537042,22961
537042,22853
537042,22311
537042,21192
537042,22118
537042,22968
537042,22665
537042,22666
C537043,22575
C537043,11001
537044,72807B
537044,85034B
537044,72802C
537044,72802B
537044,72800B
537044,21479
537044,72800D
537044,22802
537044,22947
537044,22114
537044,84030E
537044,22476
537044,22473
537044,22471
537044,85123A
537044,22835
537044,22112
537044,21258
537044,84819
537045,90175C
537045,90185D
537045,90210B
537045,90175A
537045,90002D
537045,22295
537045,22297
537045,22296
537045,72802A
537045,72802C
537045,22158
537045,72802B
537045,72802A
537045,72802C
537045,72807C
537045,22112
537045,21485
537045,22458
537045,22459
537045,21907
537045,85152
537045,21165
537045,21174
537045,21166
537045,21181
537045,85150
537045,21175
537045,21169
537045,22156
537045,22296
537045,22295
537045,22294
537045,22297
537045,22469
537045,21876
537046,22169
537046,22469
537046,22470
537046,82484
537046,21333
537046,22855
537046,82486
537046,85123A
537046,21363
537046,82482
537046,85064
537046,85066
537046,22667
537046,21259
537047,22603
537047,22577
537047,22581
537047,22579
537047,22578
537047,22600
537047,22602
537047,22601
537047,10002
537047,20751
537047,22739
537047,22737
537047,22735
537047,22738
537047,22736
537047,22130
537047,22630
537047,22086
537047,22867
537047,22632
537047,22834
537047,22866
537047,22865
537047,21754
537047,22809
537047,22593
537047,22595
537047,22594
537047,22694
537047,22662
537047,22470
537047,22077
537047,21892
537047,22974
537047,22080
537047,22079
537047,22082
537047,85018D
537047,22383
537047,20726
537047,20725
537048,90162B
537048,90162D
537049,21733
537049,21626
537049,21623
537049,22086
537049,21621
537049,21479
537049,21485
537049,84029G
537049,22837
537049,84032B
537049,22867
537049,22632
537049,22865
537049,22834
537050,16237
537050,90167
537050,22758
537050,20615
537050,22964
537050,21716
537050,22551
537050,22553
537050,22554
537050,22556
537050,22398
537050,22403
537050,22399
537050,85124B
537050,85124C
537050,84077
537050,22560
537050,22561
537050,22620
537050,11001
537050,84375
537050,22142
537050,84029G
537050,22382
537050,22940
537050,21481
537050,22659
537050,22418
537050,22834
537050,22865
537050,22633
537050,21452
537050,20726
537050,22383
537050,22748
537050,22629
537050,22562
537050,22563
537050,22564
537050,22662
537050,22440
537050,21790
537050,22548
537050,22749
537050,22750
537050,22837
537050,22029
537050,84581
537050,22712
537050,21912
537050,84827
537051,22301
537051,22304
537051,22300
537051,22188
537051,22592
537051,20936
537051,21733
537051,21916
537051,22694
537051,85123A
537051,22804
537051,22470
537051,22469
537051,85123A
537051,85174
537051,22729
537051,22727
537051,22730
537051,22727
537051,22726
537051,22730
537051,22726
537051,22725
537051,22727
537051,22173
537051,22729
537051,22725
537051,22730
537051,85174
537051,82483
537051,21916
537051,85175
537051,22799
537051,22625
537051,22624
537051,22854
537051,85064
537051,85175
537051,22307
537051,22305
537051,22776
537051,72760B
537052,22791
537052,22666
537052,84946
537052,21216
537052,22423
537053,22926
537053,22927
537053,84347
537054,22732
537054,22731
537054,22733
537054,21824
537054,21823
537054,85227
537054,22737
537054,22735
537054,22739
537054,22812
537054,22813
537054,20854
537054,20856
537054,22469
537054,22141
537054,22144
537054,85123A
537054,22592
537054,22588
537054,20723
537054,20728
537054,85038
537054,85174
537054,85123A
537054,20970
537054,20967
537054,20971
537054,20972
537054,22565
537054,22566
537054,84898F
537054,22747
537054,22745
537054,22746
537054,22748
537054,22301
537054,22300
537054,21876
537054,21871
537054,20712
537054,20713
537055,15056BL
537055,22415
537055,22294
537055,21889
537055,85123A
537055,21790
537055,22480
537055,22482
537055,82494L
537055,82482
537055,84879
537055,22667
537055,22784
537055,21755
537055,21754
537057,22379
537057,21936
537057,22618
537057,22839
537057,22840
537057,22086
537057,21892
537057,20975
537057,22988
537057,22977
537057,22255
537057,22383
537057,22256
537057,20681
537057,21161
537057,22433
537057,85214
537057,22356
537057,22505
537057,22457
537057,21447
537057,22185
537057,47310M
537057,22474
537057,22617
537057,22196
537057,20983
537057,21446
537057,22432
537057,22433
537057,84997D
537057,21888
537057,21912
537057,84969
537057,22197
537057,22524
537057,22525
537057,22383
537057,22662
537057,22479
537057,22477
537057,85099B
537057,22478
537057,21429
537057,22728
537057,22898
537057,85150
537057,22382
537057,21329
537057,22380
537057,21833
537058,22941
537058,82552
537058,22752
537058,20914
537058,22867
537058,22041
537058,22900
537058,22837
537058,22943
537058,22966
537058,22531
537058,22952
537059,85124C
537059,84508B
537059,21982
537059,84508B
537059,22752
537059,22450
537059,22449
537059,22451
537059,22633
537059,22834
537059,22632
537059,22585
537059,22755
537059,22754
537059,22758
537059,22753
537059,22752
537059,21034
537059,22866
537059,22865
537059,22834
537059,22633
537059,22867
537059,22837
537065,22837
537065,22846
537065,22892
537065,22968
537065,84678
537065,20665
537065,21786
537065,21787
537065,20750
537065,20749
537065,21774
537065,21121
537065,21439
537065,47566
537065,22727
537065,22726
537065,22728
537065,22729
537065,22243
537065,22467
537065,22318
537065,21195
537065,20725
537065,20726
537065,20728
537065,21559
537065,22326
537065,22352
537065,21555
537065,21533
537065,21539
537065,22423
537065,84997A
537065,84997B
537065,84997C
537065,84279P
537065,22634
537065,22635
537065,22636
537065,22180
537065,21980
537065,21981
537065,21982
537065,22614
537065,22615
537065,84870B
537065,84870C
537065,22554
537065,22551
537065,16238
537065,85227
537065,22632
537065,21829
537065,21556
537065,22644
537065,22390
537065,22483
537065,21054
537065,21055
537065,21892
537065,22619
537065,84963A
537065,POST
537067,22654
537067,85124C
537067,20828
537067,72349B
537067,17091J
537067,21955
537077,72232
537077,85135C
537077,22952
537077,22186
537077,22107
537077,22109
537077,21730
537077,22795
537077,84992
537077,84991
537077,21977
537077,22951
537077,22417
537077,21975
537077,21976
537077,21494
537077,M
537077,72598
537077,22636
537077,84993B
537077,21355
537077,21354
537077,21358
537077,22469
537077,22696
537077,22695
537081,22409
537081,21915
537081,15056BL
537081,15056N
537081,20679
537081,20686
537081,20682
537081,20681
537081,21429
537081,21914
537081,22273
537081,22306
537081,22307
537081,22300
537081,22301
537081,22554
537081,22553
537081,22551
537081,22568
537081,20967
537081,22569
537081,22940
537081,22750
537081,22751
537081,85114B
537086,20967
537086,22271
537086,22569
537086,22750
537086,22751
537086,21429
537086,85206A
537086,22021
537090,21915
537111,22974
537111,22972
537111,21929
537111,85099F
537111,22385
537111,22899
537111,21169
537111,22382
537111,22634
537111,22804
537111,22635
537111,20981
537111,22637
537111,21871
537111,82482
537111,22637
537111,22726
537111,22727
537111,22551
537111,22557
537111,85232B
537111,22630
537111,22629
537117,79321
537126,20956
537126,21125
537126,22077
537126,21121
537126,21207
537126,22653
537126,22501
537126,22147
537126,22865
537126,22866
537126,79000
537126,22911
537126,22753
537126,22755
537126,84380
537126,20754
537126,20751
537126,22422
537126,22569
537126,20969
537126,20967
537126,21329
537126,21328
537126,85123A
537126,22910
537126,22847
537126,22086
537126,35965
537126,72816
537126,84006
537126,22440
537126,21327
537126,21733
537126,22925
537126,21239
537126,21238
537126,21240
537126,22748
537126,22332
537126,20914
537126,20684
537126,22141
537126,20975
537126,20973
537126,10135
537126,10133
537126,20992
537126,21212
537126,84536A
537126,84536B
537126,22470
537126,22916
537126,22920
537126,22921
537126,22917
537126,22918
537126,22919
537126,22694
537126,21098
537126,21242
537126,21243
537126,21244
537126,21245
537126,21987
537126,84596E
537126,84596G
537126,20676
537126,20675
537126,20674
537126,20677
537126,22951
537126,21213
537126,84992
537126,21212
537126,21218
537126,21988
537126,20974
537126,21989
537126,21154
537126,21035
537126,21110
537126,22666
537126,22667
537126,22474
537126,21216
537126,22208
537126,22210
537126,21486
537126,21479
537126,84029G
537126,21623
537126,22505
537126,22386
537126,21931
537126,85099B
537126,22356
537126,20724
537126,22539
537126,22543
537126,22437
537126,22466
537126,79302M
537126,21888
537126,22457
537126,85135B
537126,85136C
537126,22061
537126,22635
537126,22618
537126,22331
537126,22064
537126,22569
537126,22906
537126,22750
537126,22751
537126,22274
537126,84898F
537126,22634
537127,85123A
537127,21733
537128,22890
537128,22468
537128,84898F
537128,22190
537128,22956
537128,22314
537128,21949
537128,84375
537128,79321
537128,21445
537128,22573
537128,22572
537128,85199S
537128,21447
537128,22666
537128,22569
537128,22593
537128,77101A
537128,22945
537128,72741
537128,22086
537128,22499
537128,47566
537129,22242
537129,22147
537129,84358
537129,20967
537129,20970
537129,22492
537129,84077
537129,22835
537129,10135
537129,21892
537129,21914
537129,21915
537129,22548
537129,22620
537129,22561
537129,21485
537129,48185
537130,22835
537130,22795
537130,84378
537130,22727
537130,22960
537130,22829
537130,21479
537130,21591
537130,21174
537130,21181
537130,22630
537130,22913
537130,22224
537130,22926
537130,21539
537130,21216
537130,22784
537130,22427
537130,21218
537131,22810
537131,22121
537131,21326
537131,22809
537131,22572
537131,22576
537131,22086
537131,22910
537131,22365
537131,22904
537131,22121
537131,22470
537131,22739
537131,22696
537131,22155
537131,22604
537131,22638
537131,22639
537131,22585
537131,22574
537131,21294
537131,85049A
537131,84029G
537131,22835
537131,22114
537131,22082
537131,85049E
537131,84879
537131,22810
537131,22766
537131,22173
537131,22155
537131,22158
537131,20878
537131,22429
537131,85038
537131,84836
537131,21034
537133,21468
537133,21466
537133,22197
537133,21558
537133,22632
537133,22150
537133,22149
537133,22147
537133,22558
537133,21591
537133,84378
537133,20914
537133,22315
537133,21563
537133,22480
537133,47591D
537133,22367
537133,47567B
537133,21210
537133,21625
537133,22123
537133,22271
537133,22899
537133,22897
537133,47559B
537133,21154
537133,22939
537133,22896
537133,21836
537133,21042
537133,21155
537133,21154
537133,84029E
537133,21481
537133,84032B
537133,22940
537133,22274
537133,22272
537133,22273
537133,21156
537133,21035
537133,21080
537133,84032A
537133,22114
537133,22110
537133,21485
537133,22112
537133,22111
537133,21479
537133,21625
537133,84029G
537133,21042
537133,22480
537133,22114
537133,21034
C537132,22788
C537132,22184
C537132,71279
C537132,22761
C537132,22769
C537132,22762
537134,22111
537134,21802
537134,21807
537134,21481
537134,22271
537134,22273
537134,22272
537134,21034
537134,22570
537135,22144
537135,22423
537135,22560
537135,22818
537135,22652
537135,84991
537135,21213
537135,22951
537135,21977
537135,85227
537135,85049B
537135,85049G
537135,85049E
537135,85049A
537135,84032A
537135,22158
537135,84754
537135,84032B
537135,21479
537135,21481
537135,22110
537135,22114
537135,22112
537135,22835
537135,22111
537135,84029E
537135,21484
537135,84029G
537135,21485
537135,20878
537135,22597
537135,22599
537135,22598
537135,22581
537135,22571
537135,22732
537135,22731
537135,22733
537135,22603
537135,22577
537135,84849B
537135,21326
537135,84946
537135,22834
537135,22633
537135,22632
537135,22866
537135,22865
537135,22867
537135,21743
537135,22154
537135,21801
537135,21807
537135,21803
537135,21802
537135,22809
537135,22810
537135,51014C
537135,21871
537135,47591D
537135,21156
537135,22367
537135,21625
537135,82582
537135,21165
537135,21164
537135,21175
537135,21174
537135,21166
537135,22457
537135,21584
537135,22952
537135,22077
537135,84534B
537135,21587
537135,85064
537135,85066
537135,22384
537135,20725
537135,22383
537135,22382
537135,20728
537135,22662
537135,20726
537135,22663
537135,21929
537135,85099B
537135,22386
537135,21930
537135,20713
537135,20712
537135,20973
537135,20975
537135,20974
537135,22366
537135,21259
537135,21621
537135,22585
537135,22086
537135,21931
537135,21830
537135,85231B
537135,85231G
537135,85018D
537135,22585
537135,22529
537135,22530
537135,22534
537135,22536
537135,22537
537135,22531
537135,22534
537135,22532
537135,21034
537135,22141
537135,84997D
537135,84997B
537136,20894
537136,85018D
537136,21413
537136,79149B
537136,21682
537136,78034B
537136,22894
537136,79151B
537136,21830
537136,22694
537136,21664
537136,71406C
537136,21090
537136,85049A
537136,21209
537136,22354
537136,22222
537136,17107D
537136,21635
537136,84952C
537136,84952B
537136,21231
537136,21428
537136,21034
537136,84988
537136,85049A
537136,15036
537136,35471D
537136,21467
537136,21090
537136,71477
537136,21982
537136,21983
537136,22694
537136,21985
537136,21980
537136,21351
537137,84832
537137,22469
537137,84945
537137,22630
537137,22470
537137,21231
537137,21157
537137,47591D
537137,35653
537137,84836
537137,84946
537137,21155
537137,47559B
537137,22348
537137,22792
537137,22791
537137,22560
537137,21154
537137,84971S
537137,82578
537137,82600
537137,82580
537137,71477
537137,21232
537137,84970S
537137,21421
537137,21422
537137,22457
537137,85130A
537137,85130D
537137,22728
537137,84879
537137,21494
537137,21257
537137,21260
537137,15039
537137,22494
537137,84970L
537137,84978
537137,84569D
537137,22175
537137,22300
537137,22301
537137,84050
537137,22464
537137,M
537137,22151
537137,72351A
537137,22667
537137,22646
537137,20971
537137,85185B
537137,22666
537137,84921
537137,20972
537137,20725
537137,20719
537137,20724
537137,22355
537137,22383
537137,22381
537137,20728
537137,20723
537137,85099F
537137,20727
537137,22379
537138,22571
537138,22572
537138,22577
537138,22154
537138,84029G
537138,22114
537138,22835
537138,22082
537138,21733
537138,85123A
537138,22732
537138,22733
537138,22738
537138,22736
537138,22737
537138,22739
537138,35954
537138,35957
537138,22436
537138,22439
537138,22434
537138,84508C
537138,84508B
537138,22746
537138,22745
537138,22748
537138,84754
537138,22909
537138,22801
537138,22173
537138,22795
537138,22086
537138,22910
537139,22423
537139,22595
537139,22574
537140,M
537140,M
537140,90086
537140,84827
537140,62018
537140,22488
537140,20685
537140,16011
537140,85179A
537140,22669
537140,22352
537140,22477
537140,22633
537140,21785
537140,21786
537140,21787
537140,21982
537140,20973
537140,22174
537140,21650
537140,22951
537140,21650
537140,84874B
537140,21790
537140,22181
537140,21650
537140,22616
537140,22554
537140,21916
537140,85178
537140,84827
537140,22632
537140,22586
537140,22865
537140,22071
537140,22866
537140,22867
537140,22632
537140,22633
537141,84947
537141,21326
537141,22083
537141,22910
537141,22086
537141,22910
537141,21808
537141,22460
537141,22727
537141,22728
537141,22865
537141,22866
537141,22632
537141,22865
537141,22867
537141,22865
537141,22725
537141,22727
537141,22728
537141,22730
537141,22726
537141,21481
537141,22193
537141,22191
537141,22192
537141,22733
537141,22424
537141,84030E
537141,21485
537141,21481
537141,21484
537141,22111
537141,21485
537141,21479
537141,22626
537141,22627
537141,22624
537141,22625
537141,82482
537141,20713
537141,22745
537141,22746
537141,22748
537141,22747
537142,22844
537142,82582
537142,82578
537142,22674
537142,22809
537142,22810
537142,85167B
537142,84836
537142,47566
537142,22669
537142,22578
537142,21669
537142,22585
537142,22469
537142,22190
C537143,20685
537144,84352
537144,22480
537144,22364
537144,85152
537144,21158
537144,21165
537144,21163
537144,21174
537144,22412
537144,22112
537144,22109
537144,84569D
537144,21169
537144,15060B
537144,85014B
537144,84744
537144,22906
537144,21901
537144,21900
537144,21882
537144,72051S
537144,22100
537144,22952
537144,21504
537144,84378
537144,72800E
537144,72799E
537144,72799F
537144,21181
537144,22086
537144,21326
537144,22551
537144,22553
537144,84596E
537144,84596G
537144,22327
537144,22328
537144,22470
537144,22469
537144,21864
537144,22953
537144,82551
537144,22086
537144,22910
537144,85123A
537144,22197
537144,20764
537144,22294
537144,22095
537144,22186
537144,21427
537144,21592
537144,21588
537144,22659
537144,22190
537144,22297
537144,22294
537144,22296
537144,22295
537144,22437
537144,22198
537144,22779
537144,22435
537144,84535B
537144,84536B
537144,22867
537144,22633
537144,22865
537144,22866
537144,22784
537144,22278
537144,47579
537144,21882
537144,47566B
537144,21623
537144,21726
537144,21723
537144,22553
537144,21881
537144,21882
537144,22553
537144,22551
537144,22557
537144,22759
537144,21110
537144,22100
537144,22095
537144,35953
537144,21985
537144,21967
537144,21581
537144,21677
537144,21679
537144,84051
537144,21187
537144,22086
537144,35471D
537144,84534B
537144,21563
537144,22730
537144,22158
537144,85099B
537144,85099F
537144,21930
537144,21931
537153,84836
537153,21014
537153,21888
537153,22975
537153,22976
537153,22955
537153,21703
537153,85135B
537153,22960
537153,22972
537153,22974
537153,22920
537153,22633
537153,22917
537153,22941
537153,22916
537153,22918
537153,22357
537153,21912
537153,22550
537153,21025
537153,22816
537153,22759
537153,22141
537153,21918
537153,22560
537153,21889
537153,22867
537153,22865
537153,22489
537153,21918
537153,22295
537153,22913
537153,22914
537153,21696
537153,22362
537153,22955
537153,22034
537153,84692
537153,35598B
537153,22566
537153,21696
537153,85135B
537153,22818
537153,22943
537154,22837
537154,22113
537154,22865
537154,22867
537154,22834
537154,22969
537154,84029G
537154,21479
537154,22727
537154,84029E
537154,22666
537154,22352
537154,21559
537154,20914
537154,22624
537154,82494L
537154,84406B
537154,82482
537154,37370
537154,22988
537154,82494L
537154,22625
537154,82482
537154,22192
537154,22193
537154,22727
537154,22726
537154,22727
537154,22727
537154,22728
537154,22729
537154,22633
537154,22866
537154,82483
537154,85099B
537154,85099C
537154,22467
537154,22748
537154,22747
537154,22746
537154,22745
537154,22900
537154,22654
537154,22198
537154,22376
537154,22374
537154,22371
537154,22645
537154,22644
537154,22646
537154,79321
537154,22141
537154,22747
537154,22746
537154,22748
537154,21787
537154,22745
537154,22147
537154,22742
537154,22563
537154,22910
537154,20977
537154,22086
537154,85099C
537155,62018
537155,20674
537155,22952
537155,21785
537155,21786
537155,20980
537155,20978
537155,20982
537155,10133
537155,21479
537155,21889
537155,22100
537155,85179A
537155,84827
537155,21544
537155,21785
537155,22327
537155,21786
537155,84827
537155,20754
537155,22095
537155,21902
537155,22865
537155,22983
537155,22633
537155,22553
537155,21427
537155,21581
537155,22744
537155,35954
537155,35958
537155,21930
537155,21934
537156,84792
537156,22173
537156,75013B
537156,20829
537156,22467
537156,82581
537156,82580
537156,82582
537156,21164
537156,85150
537156,21340
537156,21761
537156,21670
537156,21673
537156,84406B
537156,22830
537156,21671
537156,21673
537156,21670
C537157,35953
537158,22629
537158,22659
537158,22900
537158,22902
537158,22834
537158,22865
537158,22867
537158,22866
537158,22632
537158,22633
537159,22112
537159,22111
537159,21479
537159,22114
537159,35598B
537159,22866
537159,22865
537159,22632
537159,22684
537159,22676
537159,21481
537159,84032A
537159,21217
537159,22946
537159,22694
537159,82011B
537159,22898
537159,22667
537159,22357
537159,21630
537159,21623
537159,82484
537159,22765
537159,22193
537159,22072
537159,84997A
537159,84997B
537159,21258
537160,22605
537160,22297
537160,22296
537160,21811
537160,20974
537160,21810
537160,21809
537160,21754
537160,20878
537160,84406B
537160,22158
537160,22752
537160,22694
537160,22086
537160,22865
537160,22866
537160,22633
537160,22470
537160,20977
537160,22553
537160,22557
537160,22748
537160,22745
537160,21870
537160,21868
537160,22187
537163,22738
537163,22551
537163,22557
537163,22659
537163,22435
537163,22466
537163,21731
537163,21094
537163,21086
537163,21914
537163,22027
537163,22712
537163,22714
537163,21577
537163,21580
537163,22331
537163,22334
537163,22801
537163,21429
537163,85199L
537163,22791
C537164,D
537176,22556
537176,22553
537176,21915
537176,22231
537176,21484
537176,22910
537176,21657
537176,22312
537176,21156
537176,22367
537176,21212
537176,22417
537176,22312
537176,84946
537176,22557
537176,22555
537176,22556
537176,22551
537176,22792
537176,22697
537176,21754
537179,22111
537179,21481
537179,84879
537179,21314
537179,22730
537179,22727
537179,22729
537179,22726
537179,21523
537179,22699
537179,22697
537179,22867
537179,22866
537192,22859
537192,22860
537192,21623
537192,21380
537192,21107
537192,21106
537192,22499
537192,21147
537192,22487
537192,22638
537192,22093
537192,22091
537192,21878
537192,22639
537192,22065
537192,21580
537192,22097
537192,22386
537192,22087
537192,22813
537192,22585
537192,22907
537192,22560
537192,22564
537192,22563
537192,85174
537192,22098
537192,22084
537192,21864
537192,21865
537192,20748
537192,22099
537192,85208
537192,22956
537192,21106
537192,21107
537192,22666
537192,21114
537192,22129
537192,22128
537192,22585
537192,22633
537192,22865
537192,22867
537192,22808
537192,21109
537192,20702
537192,22094
537192,85187
537192,22667
537192,22807
537192,22358
537192,22386
537192,22962
537192,22963
537192,22969
537192,22961
537193,22890
537193,21900
537193,22890
537193,21899
537193,22470
537193,22719
537193,84406B
537193,22588
537193,22694
537193,22914
537193,22913
537193,22912
537193,22862
537193,22891
537193,22862
537193,22112
537193,22579
537193,22581
537193,22659
537193,22578
537193,21824
537193,22576
537193,22571
537193,22574
537193,22577
537193,22909
537193,22866
537193,22111
537193,22112
537193,21683
537193,22457
537193,22891
537193,84406B
537193,22822
537193,22188
537193,22189
537193,22770
537194,22619
537195,22620
537195,22778
537195,84946
537195,21033
537195,84865
537195,21172
537195,21504
537195,84563A
537195,84563B
537195,22502
537195,21867
537195,21672
537195,21673
537195,37444A
537195,22775
537195,85035B
537195,22775
537195,84378
537195,22637
537195,22891
537195,21899
537195,22083
537195,82613B
537195,82599
537195,21158
537195,22086
537195,85014A
537195,37446
537195,22355
537195,21258
537195,79321
537195,37449
537195,35004C
537196,22112
537196,22910
537196,79190A
537196,22834
537196,21356
537196,22607
537196,84987
537196,22800
537196,22798
537196,21313
537196,15034
537196,22151
537196,22640
537196,22296
537196,47593B
537196,84946
537196,21143
537196,21754
537196,85129D
537196,21213
537196,85129C
537196,22574
537196,22421
537196,21811
537196,22639
537196,21811
537196,22640
537196,84879
537196,22156
537196,21811
537196,85129B
537196,35924
537196,22595
537196,85129D
537196,21892
537196,22851
537196,21116
537196,21624
537196,47567B
537196,47559B
537196,47567B
537196,20671
537196,85130A
537196,84792
537196,84508B
537196,84988
537196,22851
537196,20829
537196,15060B
537196,47566B
537196,22318
537196,84406B
537196,22278
537196,22570
537196,22278
537196,22568
537196,20967
537196,22570
537196,22147
537196,21231
537196,21232
537196,35004B
537196,22430
537196,84509G
537196,21908
537196,21903
537196,82599
537196,21903
537196,85152
537196,21166
537196,21181
537196,21904
537196,21422
537196,22121
537196,21745
537196,82486
537196,82483
537196,21326
537196,84946
537196,84947
537196,21754
537196,21137
537196,21340
537196,21361
537196,22427
537196,22430
537197,22843
537197,22842
537197,22961
537197,22962
537197,22963
537197,84997D
537197,22199
537197,22200
537197,22505
537197,22507
537197,84050
537197,85055
537197,84968A
537197,POST
537197,22624
537197,22841
537197,22847
537198,20685
537198,POST
537199,22810
537199,22809
537199,20711
537199,22818
537199,22816
537199,21849
537199,22417
537199,22866
537199,22585
537199,22158
537199,22156
537199,21122
537199,84991
537199,21126
537199,21849
537199,21034
537199,22278
537199,84991
537199,22616
537199,22482
537199,M
537199,21811
537199,22156
537199,21820
537199,22197
537199,21034
537199,37509
537199,22633
537199,22866
537199,22557
537199,21212
537199,22030
537199,22443
537199,82616B
537199,84247G
537199,82616B
537199,22174
537199,85174
537200,21038
537200,22077
537200,85049A
537200,22076
537200,21892
537200,47343A
537200,47369A
537200,47369B
537200,22272
537200,22273
537200,21892
537200,22450
537200,22451
537200,21891
537200,85055
537200,85178
537200,22651
537200,16014
537200,22865
537200,22632
537200,22471
537200,84030E
537200,22112
537200,21479
537200,22110
537200,22113
537200,22188
537200,84029E
537200,47367B
537201,22781
537201,22865
537201,22960
537201,22961
537201,22962
537201,22963
537201,22964
537201,22972
537201,22973
537201,22975
537201,22976
537201,22834
537201,22568
537201,84375
537201,22940
537201,22898
537201,22837
537201,22968
537201,22816
537201,22818
537201,21915
537201,21914
537201,22333
537201,20668
537201,21817
537201,22337
537201,22571
537201,22572
537201,22579
537201,22601
537201,84341B
537201,22629
537201,22326
537201,20719
537201,22556
537201,22895
537201,20750
537201,22321
537201,22354
537201,22077
537201,85049E
537201,85049D
537201,85049F
537201,85049G
537201,22141
537201,22144
537201,22602
537201,22600
537201,22595
537201,22594
537201,22593
537201,22573
537201,22574
537201,22577
537201,22578
537201,20724
537201,22423
537201,22328
537201,22631
537201,22080
537201,22079
537201,22078
537201,22867
537201,22467
537201,22242
537201,22244
537201,22245
537201,20914
537201,POST
537201,22636
537202,48138
537202,48111
537202,20685
537202,48184
537202,22130
537202,22759
537202,22653
537202,21811
537202,21695
537202,21688
537202,85099F
537202,84773
537202,22078
537202,22147
537202,20971
537202,22587
537202,22586
537202,22566
537202,22565
537202,20733
537202,22147
537202,22750
537202,22274
537202,84898F
537202,22147
537202,20970
537202,20969
537202,20972
537202,22570
537202,22274
537202,22272
537202,22273
537202,22751
537202,22750
537202,22751
537202,22749
537202,22507
537202,21623
537202,22075
537202,85049A
537202,85049E
537202,22075
537202,22074
537202,22077
537202,22150
537202,22149
537202,22147
537202,22865
537202,22866
537202,21034
C537203,37449
C537203,21424
537204,22297
537204,22294
537204,22295
537204,22296
537204,22154
537204,22155
537204,22603
537204,22600
537204,22602
537204,22577
537204,22571
537204,22576
537204,22601
537204,21824
537204,21014
537204,21803
537204,21802
537204,21807
537204,21801
537204,21817
537204,21818
537204,21819
537204,21018
537204,84879
537204,20733
537204,22560
537204,22713
537204,22817
537204,22024
537204,22045
537204,16161U
537204,21497
537205,22251
537205,22252
537205,22135
537205,22131
537205,22231
537205,21035
537205,20754
537205,21385
537205,22470
537205,22469
537205,84879
537206,21485
537206,22112
537206,22114
537206,22632
537207,22924
537207,22841
537207,48194
537207,22745
537207,22747
537207,22746
537207,22748
537207,85135B
537207,21756
537207,22311
537207,20750
537207,20979
537207,84692
537207,21791
537207,22069
537207,22088
537207,22313
537207,22635
537207,22960
537207,21034
537207,22636
537207,22838
537207,22427
537208,90082B
537208,90082D
537208,90082B
537208,20978
537208,21581
537208,21401
537208,21892
537208,22915
537208,21890
537208,21098
537208,M
537208,22924
537208,21584
537208,21592
537208,22467
537208,22441
537208,82600
537208,21165
537208,84597C
537208,51020A
537208,51020B
537208,21830
537208,21306
537208,21311
537208,21307
537208,84879
537208,21393
537208,84836
537208,21401
537208,20978
537208,22867
537208,22633
537208,85114A
537208,21635
537208,22747
537208,22745
537208,22748
537208,21034
537208,22746
537208,20767
537208,22081
537208,21277
537208,22665
537208,22666
537208,48187
537208,22475
537208,22550
537208,84558A
537208,22548
537208,22428
537208,21098
537208,21587
537208,22041
537208,22532
537208,22531
537208,22441
537208,22744
537208,22726
537208,22725
537208,22441
537208,21034
537208,90185D
537208,90082D
537208,90082B
537208,90200E
537208,90062
537209,21115
537209,22107
537209,21616
537209,21467
537209,20750
537209,22096
537209,22150
537209,22147
537209,17090D
537209,22482
537209,21056
537209,20972
537209,22568
537209,22570
537209,21894
537209,22577
537209,20972
537209,85231G
537209,17003
537209,37461
537209,82580
537209,82616C
537209,21564
537209,21874
537209,21484
537209,20768
537209,20914
537209,82486
537209,20749
537209,22474
537209,21112
537209,21850
537209,21719
537209,20655
537209,20615
537209,21122
537209,20659
537209,71459
537209,85114C
537209,20985
537209,21042
537209,20971
537210,85123A
537210,82494L
537210,82482
537210,21136
537210,84879
537210,22633
537210,72802C
537210,72802B
537210,22942
537210,20728
537210,20726
537210,84596L
537210,84596F
537210,85231B
537210,22633
537210,47559B
537211,22666
537211,22470
537211,22694
537211,22469
537211,22667
537211,22665
537211,21430
537211,22215
537211,21531
537211,21539
537211,20725
537211,22383
537211,21175
537211,22116
537211,22457
537211,47559B
537212,20712
537212,20719
537212,22554
537212,21981
537212,22960
537212,22961
537212,22962
537212,22963
537212,21984
537212,21883
537212,22557
537212,22197
537212,22346
537212,22344
537212,22345
537212,22149
537212,22625
537212,22624
