"Region","CancerSiteICD10Code","CancerSite","Sex","SexQF","Year","IncidencesAgeUnder5","IncidencesAge5To9","IncidencesAge10To14","IncidencesAge15To19","IncidencesAge20To24","IncidencesAge25To29","IncidencesAge30To34","IncidencesAge35To39","IncidencesAge40To44","IncidencesAge45To49","IncidencesAge50To54","IncidencesAge55To59","IncidencesAge60To64","IncidencesAge65To69","IncidencesAge70To74","IncidencesAge75To79","IncidencesAge80To84","IncidencesAge85To89","IncidencesAge90AndOver","IncidencesAllAges","IncidenceRateAgeUnder5","IncidenceRateAge5To9","IncidenceRateAge10To14","IncidenceRateAge15To19","IncidenceRateAge20To24","IncidenceRateAge25To29","IncidenceRateAge30To34","IncidenceRateAge35To39","IncidenceRateAge40To44","IncidenceRateAge45To49","IncidenceRateAge50To54","IncidenceRateAge55To59","IncidenceRateAge60To64","IncidenceRateAge65To69","IncidenceRateAge70To74","IncidenceRateAge75To79","IncidenceRateAge80To84","IncidenceRateAge85To89","IncidenceRateAge90AndOver","CrudeRate","CrudeRateLower95pcConfidenceInterval","CrudeRateUpper95pcConfidenceInterval","EASR","EASRLower95pcConfidenceInterval","EASRLower95pcConfidenceIntervalQF","EASRUpper95pcConfidenceInterval","EASRUpper95pcConfidenceIntervalQF","WASR","WASRLower95pcConfidenceInterval","WASRLower95pcConfidenceIntervalQF","WASRUpper95pcConfidenceInterval","WASRUpper95pcConfidenceIntervalQF","StandardisedIncidenceRatio","SIRLower95pcConfidenceInterval","SIRUpper95pcConfidenceInterval"
"South East of Scotland","C64-C65","Kidney","All","d","2017-2021",2,4,1,0,0,2,11,14,24,64,94,145,161,214,224,185,158,98,41,1442,0.526787125322657,0.945637655291434,0.243773417483917,0,0,0.359551854568466,2.02972626373525,2.76298157288647,5.16392225715042,12.5633812770284,17.1093872291165,27.10721182697,34.1499628804751,50.9985224727134,56.8721341776137,67.4016482435495,80.2678303808658,83.8495499503748,66.3376749453928,18.7022069122942,17.7492581109691,19.693027234025,19.4545478070742,18.4522060513429,NA,20.4830262321232,NA,9.15047829039549,8.63194924345829,NA,9.68391822943279,NA,91.1379140164005,86.4940895562986,95.9662905663488
"South East of Scotland","C64-C65","Kidney","Male",NA,"2017-2021",1,0,0,0,0,1,4,8,21,43,65,94,100,143,147,118,90,50,20,905,0.511985582485997,0,0,0,0,0.370046921949703,1.51495066941883,3.24685866424235,9.14968891057704,17.2696311528081,24.259162499067,35.9307988104612,43.5485065039694,70.7560006531323,78.5545954438335,94.9361996556551,107.150510750768,111.380900403199,101.807075591754,24.1269831113784,22.5804773238025,25.7515143698777,25.8537649118151,24.1789423765834,NA,27.5838768992914,NA,12.0752595652366,11.2379642735076,NA,12.9422120390313,NA,90.9526575394255,85.122719721224,97.0767317568395
"South East of Scotland","C64-C65","Kidney","Females",NA,"2017-2021",1,4,1,0,0,1,7,6,3,21,29,51,61,71,77,67,68,48,21,537,0.542469974286923,1.93580858724689,0.498407587757116,0,0,0.349635679621834,2.51880105069987,2.30497066924823,1.27525536988782,8.06374196025727,10.3031982548514,18.6608805740233,25.2252699310647,32.6411269004262,37.2457493893148,44.6131309095752,60.2585802015118,66.680558449677,49.8102466793169,13.5628905171654,12.4398652015767,14.7600780435271,13.0553307023332,11.9715118579396,NA,14.1854431663304,NA,6.22569701555441,5.62403535119741,NA,6.85749422163153,NA,91.451838176012,83.8795047343465,99.5242324631004
"South East of Scotland","C91-C95","Leukaemias","All","d","2017-2021",32,16,7,8,16,11,8,23,31,34,54,78,91,107,138,150,122,80,51,1057,8.42859400516251,3.78255062116573,1.70641392238742,2.0348208721751,3.1622428207206,1.97753520012656,1.47616455544382,4.5391840125992,6.67006624881929,6.67429630342136,9.82879691885418,14.5818105000252,19.3021529324425,25.4992612363567,35.0372969487084,54.6499850623374,61.9789576358584,68.4486122043876,82.5175956637813,13.708899241536,12.8948076901043,14.5609180775513,14.3414634962163,13.4780449487674,NA,15.231308641363,NA,7.91424012062689,7.31350077114397,NA,8.53835319692686,NA,103.193103194711,97.0650668004907,109.606635464492
"South East of Scotland","C91-C95","Leukaemias","Male",NA,"2017-2021",20,10,1,3,9,7,3,9,13,18,32,54,55,65,89,89,68,42,21,608,10.2397116497199,4.62186233320854,0.477149319107922,1.49528983701341,3.61902157741087,2.59032845364792,1.13621300206412,3.65271599727264,5.66409313511912,7.22914792443131,11.942972307233,20.6410971889884,23.9516785771832,32.1618184786965,47.5602652687155,71.6044217741806,80.958163678358,93.559956338687,106.897429371341,16.2090671068708,14.9460900508921,17.5502586390065,17.60150198028,16.2101831740882,NA,19.0492867236608,NA,9.3320035685365,8.4286911824684,NA,10.2806366093537,NA,101.732100608844,93.8053452886054,110.149749260882
"South East of Scotland","C91-C95","Leukaemias","Females",NA,"2017-2021",12,6,6,5,7,4,5,14,18,16,22,24,36,42,49,61,54,38,30,449,6.50963969144308,2.90371288087034,2.9904455265427,2.5970653161927,2.72072884438986,1.39854271848734,1.79914360764276,5.37826489491255,7.65153221932692,6.14380339829125,7.81621936574933,8.78159085836392,14.8870445494808,19.308835631238,23.7018405204731,40.6179251564789,47.8524019247299,52.7887754393276,71.157495256167,11.3402939333469,10.3154804272658,12.4393682842434,11.0814250121527,10.0762332295649,NA,12.1337228884955,NA,6.49647667271728,5.7193599119326,NA,7.32237726451899,NA,105.239688082873,95.7292596621476,115.439268671178
"South East of Scotland","C91.0","Acute lymphoblastic leukaemia","All","d","2017-2021",30,14,5,4,6,3,3,1,3,2,4,3,2,5,6,5,3,1,1,101,7.90180687983986,3.30973179352002,1.21886708741959,1.01741043608755,1.18584105777022,0.539327781852699,0.553561708291432,0.197355826634748,0.645490282143802,0.392605664907139,0.728059031026236,0.560838865385586,0.424223141372362,1.19155426338115,1.52336073690037,1.82166616874458,1.52407272875062,0.855607652554844,1.61799207183885,1.30993266167941,1.06696166687036,1.59168693006037,1.32245590929384,1.07549304610125,NA,1.59456159297414,NA,1.89076319531006,1.49246618509861,NA,2.33545654878071,NA,114.958659372506,93.6357161046873,139.685192203613
"South East of Scotland","C91.0","Acute lymphoblastic leukaemia","Male",NA,"2017-2021",20,9,1,2,5,2,0,0,1,1,1,0,1,3,4,2,1,0,1,54,10.2397116497199,4.15967609988769,0.477149319107922,0.996859891342272,2.01056754300604,0.740093843899406,0,0,0.43569947193224,0.401619329135073,0.37321788460103,0,0.435485065039694,1.48439162209368,2.1375400120771,1.60908812975687,1.19056123056409,0,5.09035377958768,1.43962109172866,1.08148767171266,1.87839324406378,1.43129426323733,1.07184066343282,NA,1.84192646670172,NA,2.2008400228335,1.59740948017105,NA,2.89945760092819,NA,116.234834489694,87.3191850594667,151.661245507415
"South East of Scotland","C91.0","Acute lymphoblastic leukaemia","Females",NA,"2017-2021",10,5,4,2,1,1,3,1,2,1,3,3,1,2,2,3,2,1,0,47,5.42469974286923,2.41976073405862,1.99363035102846,1.03882612647708,0.388675549198551,0.349635679621834,1.07948616458566,0.384161778208039,0.85017024659188,0.383987712393203,1.06584809532945,1.09769885729549,0.413529015263356,0.919468363392287,0.967422062060125,1.99760287654814,1.77231118239741,1.38917830103494,0,1.18706862999399,0.872213379553216,1.5785496279461,1.21361755535034,0.89076810165361,NA,1.5856201144556,NA,1.58068636778662,1.0912471823187,NA,2.15937834041041,NA,113.526578897772,83.4150600458896,150.966283122129
"South East of Scotland","C92.0","Acute myeloid leukaemia","All","d","2017-2021",1,0,2,3,6,2,1,12,8,8,13,11,14,26,34,34,28,23,13,239,0.263393562661329,0,0.487546834967834,0.763057827065661,1.18584105777022,0.359551854568466,0.184520569430477,2.36826991961697,1.72130741905014,1.57042265962856,2.36619185083527,2.05640917308048,2.96956198960653,6.196082169582,8.63237750910208,12.3873299474631,14.2246788016724,19.6789760087614,21.033896933905,3.09974164496415,2.71918251951222,3.51865304479437,3.24915791706613,2.84380918084995,NA,3.68111958073291,NA,1.60741963106056,1.37060714532426,NA,1.86282561708851,NA,100.924619133764,88.5339784955314,114.56397309326
"South East of Scotland","C92.0","Acute myeloid leukaemia","Male",NA,"2017-2021",0,0,0,1,3,2,1,4,3,6,6,7,5,13,19,20,11,12,6,119,0,0,0,0.498429945671136,1.20634052580362,0.740093843899406,0.378737667354707,1.62342933212117,1.30709841579672,2.40971597481044,2.23930730760618,2.67569778375775,2.17742532519847,6.4323636957393,10.1533150573662,16.0908812975687,13.096173536205,26.7314160967677,30.5421226775261,3.17249833177241,2.62815182183335,3.79636724601252,3.54282991982035,2.92461457355946,NA,4.2194378689899,NA,1.61168655773585,1.29872064576192,NA,1.95793033307077,NA,93.4520070419487,77.4172393099623,111.829259311218
"South East of Scotland","C92.0","Acute myeloid leukaemia","Females",NA,"2017-2021",1,0,2,2,3,0,0,8,5,2,7,4,9,13,15,14,17,11,7,120,0.542469974286923,0,0.996815175514232,1.03882612647708,1.16602664759565,0,0,3.07329422566431,2.1254256164797,0.767975424786407,2.48697888910206,1.46359847639399,3.7217611373702,5.97654436204986,7.25566546545094,9.32214675722466,15.0646450503779,15.2809613113843,16.6034155597723,3.03081352338891,2.51284561379249,3.62411005513687,2.95548591431191,2.44848955254111,NA,3.50947878368107,NA,1.60315270438527,1.25848888375349,NA,1.98889971195882,NA,109.616754042597,90.8831828380242,131.074768365505
"South East of Scotland","C91.1","Chronic lymphocytic leukaemia","All","d","2017-2021",0,0,0,0,0,0,0,1,6,5,13,35,45,44,44,68,40,28,13,342,0,0,0,0,0,0,0,0.197355826634748,1.2909805642876,0.981514162267847,2.36619185083527,6.54312009616517,9.54502068087814,10.4856775177542,11.1713120706027,24.7746598949263,20.3209697166749,23.9570142715356,21.033896933905,4.43561356727088,3.9779173691256,4.93152963203901,4.73595424190705,4.24079419961701,NA,5.25806019512583,NA,1.96598159041355,1.74459875177709,NA,2.20039689629579,NA,102.44089718176,91.8703620204808,113.894123625233
"South East of Scotland","C91.1","Chronic lymphocytic leukaemia","Male",NA,"2017-2021",0,0,0,0,0,0,0,1,2,4,10,30,31,29,33,44,28,17,7,236,0,0,0,0,0,0,0,0.405857333030293,0.87139894386448,1.60647731654029,3.7321788460103,11.4672762161046,13.5000370162305,14.3491190135723,17.6347050996361,35.3999388546511,33.3357144557945,37.8695061370876,35.6324764571138,6.29167736385117,5.51450885164873,7.14769116802698,6.86318361871844,6.00465991467038,NA,7.77823571797834,NA,2.84811385006467,2.47130349338361,NA,3.25127037537472,NA,107.365697558161,94.103536355766,121.973331403596
"South East of Scotland","C91.1","Chronic lymphocytic leukaemia","Females",NA,"2017-2021",0,0,0,0,0,0,0,0,4,1,3,5,14,15,11,24,12,11,6,106,0,0,0,0,0,0,0,0,1.70034049318376,0.383987712393203,1.06584809532945,1.82949809549248,5.78940621368698,6.89601272544215,5.32082134133069,15.9808230123851,10.6338670943844,15.2809613113843,14.2314990512334,2.67721861232687,2.19188723875525,3.23801879073943,2.60872486509565,2.13421882214017,NA,3.13015028234544,NA,1.08384933076242,0.860826995905311,NA,1.33217445205065,NA,92.9485852206395,76.0986857283211,112.418636315804
"South East of Scotland","C92.1-C92.2","Chronic myeloid leukaemia","All","d","2017-2021",0,0,0,0,4,2,2,4,7,10,12,14,10,6,12,8,5,6,4,106,0,0,0,0,0.790560705180149,0.359551854568466,0.369041138860955,0.789423306538991,1.50614399166887,1.96302832453569,2.18417709307871,2.61724803846607,2.12111570686181,1.42986511605739,3.04672147380073,2.91466586999133,2.54012121458436,5.13364591532907,6.47196828735539,1.3747808132477,1.12555788562376,1.6627577912194,1.40481383885208,1.14797764482815,NA,1.68719043731875,NA,0.846128176165205,0.678356319863022,NA,1.03215994561121,NA,101.556631972124,83.146249098123,122.829820895401
"South East of Scotland","C92.1-C92.2","Chronic myeloid leukaemia","Male",NA,"2017-2021",0,0,0,0,1,2,1,2,3,4,7,9,7,4,6,4,5,2,1,58,0,0,0,0,0.402113508601208,0.740093843899406,0.378737667354707,0.811714666060586,1.30709841579672,1.60647731654029,2.61252519220721,3.44018286483139,3.04839545527786,1.97918882945825,3.20631001811565,3.21817625951373,5.95280615282044,4.45523601612795,5.09035377958768,1.54625969111596,1.17413981120835,1.99889921625147,1.60776326316598,1.21712166637116,NA,2.0519406406558,NA,0.936478164370127,0.693985222275147,NA,1.21474592925753,NA,101.380785188183,76.9826806356815,131.058174263963
"South East of Scotland","C92.1-C92.2","Chronic myeloid leukaemia","Females",NA,"2017-2021",0,0,0,0,3,0,1,2,4,6,5,5,3,2,6,4,0,4,3,48,0,0,0,0,1.16602664759565,0,0.359828721528552,0.768323556416078,1.70034049318376,2.30392627435922,1.77641349221576,1.82949809549248,1.24058704579007,0.919468363392287,2.90226618618038,2.66347050206419,0,5.55671320413975,7.1157495256167,1.21232540935557,0.893873054463548,1.60736760919395,1.20186441453817,0.885067998240401,NA,1.56637659616216,NA,0.755778187960282,0.535451121501886,NA,1.01347954781117,NA,101.769929100011,75.0371118803181,134.932161252216
"South East of Scotland","C22","Liver and intrahepatic bile ducts","All","d","2017-2021",1,1,0,0,0,2,2,3,3,15,23,67,87,117,165,159,133,77,30,885,0.263393562661329,0.236409413822858,0,0,0,0.359551854568466,0.369041138860955,0.592067479904243,0.645490282143802,2.94454248680354,4.18633942840085,12.5254013269448,18.4537066496977,27.882369763119,41.8924202647601,57.9289841660777,67.567224307944,65.881789246723,48.5397621551654,11.4781228275869,10.7342624608094,12.2599464397628,12.0919715731579,11.298403834828,NA,12.9120908755287,NA,4.81202019885134,4.46590133703,NA,5.17087361487448,NA,97.5122708985044,91.1928130319671,104.154245114193
"South East of Scotland","C22","Liver and intrahepatic bile ducts","Male",NA,"2017-2021",1,1,0,0,0,0,1,2,1,13,15,48,64,80,120,109,81,37,14,587,0.511985582485997,0.462186233320854,0,0,0,0,0.378737667354707,0.811714666060586,0.43569947193224,5.22105127875594,5.59826826901545,18.3476419457674,27.8710441625404,39.5837765891649,64.126200362313,87.6953030717492,96.4354596756911,82.4218662983671,71.2649529142275,15.6492144600874,14.4086866257053,16.9679753279628,17.0362620734656,15.6711483639736,NA,18.4575704983868,NA,6.87144587056031,6.27741682187705,NA,7.4919454293707,NA,95.2292273514799,87.6803176296842,103.25420386576
"South East of Scotland","C22","Liver and intrahepatic bile ducts","Females",NA,"2017-2021",0,0,0,0,0,2,1,1,2,2,8,19,23,37,45,50,52,40,16,298,0,0,0,0,0,0.699271359243668,0.359828721528552,0.384161778208039,0.85017024659188,0.767975424786407,2.84226158754521,6.95209276287143,9.51116735105719,17.0101647227573,21.7669963963528,33.2933812758024,46.0800907423325,55.5671320413975,37.9506641366224,7.52652024974914,6.69614439355372,8.43141843025531,7.14768107285015,6.35660516687006,NA,7.98447890492622,NA,2.75259452714238,2.40615421340933,NA,3.12199606326212,NA,102.345466618783,91.0540329082151,114.650253353328
"South East of Scotland","C33-C34","Trachea, bronchus and lung","All","d","2017-2021",1,0,1,0,3,2,7,18,36,93,213,434,683,1070,1396,1356,983,527,259,7082,0.263393562661329,0,0.243773417483917,0,0.592920528885112,0.359551854568466,1.29164398601334,3.55240487942546,7.74588338572563,18.256163418182,38.769143402147,81.1346891924481,144.872202778662,254.992612363567,354.435264785485,494.03586496353,499.387830787285,450.905232896403,419.059946606262,91.8509218813227,89.7240213521792,94.0155112664346,94.9683803146784,92.7407165100802,NA,97.2221147272308,NA,37.5655604042721,36.6116292293336,NA,38.531589405711,NA,93.2771201319449,91.1171945470722,95.4753197795466
"South East of Scotland","C33-C34","Trachea, bronchus and lung","Male",NA,"2017-2021",0,0,0,0,1,1,5,11,18,49,109,198,356,513,679,669,476,248,113,3446,0,0,0,0,0.402113508601208,0.370046921949703,1.89368833677353,4.46443066333322,7.84259049478032,19.6793471276186,40.6807494215123,75.6840230262906,155.032683154131,253.83096737802,362.847417050088,538.239979403672,566.707145748506,552.449265999866,575.209977093408,91.8691533721658,88.8271540591397,94.9887578481559,101.316730732274,97.9185144696734,NA,104.77210355549,NA,39.2419833935325,37.8459404287629,NA,40.6629578137339,NA,92.6855390611784,89.616507337229,95.8328655783118
"South East of Scotland","C33-C34","Trachea, bronchus and lung","Females",NA,"2017-2021",1,0,1,0,2,1,2,7,18,44,104,236,327,557,717,687,507,279,146,3636,0.542469974286923,0,0.498407587757116,0,0.777351098397102,0.349635679621834,0.719657443057105,2.68913244745627,7.65153221932692,16.8954593453009,36.9494006380877,86.3523101072452,135.223987991117,256.071939204752,346.820809248555,457.451058729525,449.280884737742,387.580745988748,346.299810246679,91.8336497586841,88.8726868960109,94.8681229745817,88.6200298970825,85.755413336571,NA,91.5310528026444,NA,35.8891374150116,34.5961329684314,NA,37.2055323540204,NA,93.8448005362376,90.818992785234,96.9457285122765
"South East of Scotland","C45","Mesothelioma","All","d","2017-2021",0,0,0,0,0,0,1,0,1,0,5,7,13,34,56,51,42,26,12,248,0,0,0,0,0,0,0.184520569430477,0,0.215163427381267,0,0.910073788782795,1.30862401923303,2.75745041892035,8.10256899099185,14.2180335444034,18.5809949211947,21.3370182025086,22.245798966426,19.4159048620662,3.21646831778707,2.828575792044,3.64269836016666,3.64443117272249,3.19723881404664,NA,4.12046874689905,NA,1.23987289829967,1.07974008307067,NA,1.4109164924977,NA,89.5135914521278,78.718629510582,101.375477878057
"South East of Scotland","C45","Mesothelioma","Male",NA,"2017-2021",0,0,0,0,0,0,1,0,1,0,4,6,11,28,46,46,33,23,11,210,0,0,0,0,0,0,0.378737667354707,0,0.43569947193224,0,1.49287153840412,2.29345524322093,4.79033571543664,13.8543218062077,24.5817101388867,37.0090269844079,39.2885206086149,51.2352141854715,55.9938915754645,5.59852646783367,4.86688188332357,6.40911642560159,6.37822708225133,5.53153664778068,NA,7.28433026722898,NA,2.14407704046381,1.84568330568487,NA,2.46450179904193,NA,88.8061215953864,77.2004753043631,101.664031755699
"South East of Scotland","C45","Mesothelioma","Females",NA,"2017-2021",0,0,0,0,0,0,0,0,0,0,1,1,2,6,10,5,9,3,1,38,0,0,0,0,0,0,0,0,0,0,0.355282698443151,0.365899619098496,0.827058030526712,2.75840509017686,4.83711031030063,3.32933812758024,7.97540032078832,4.16753490310481,2.3719165085389,0.959757615739823,0.679181610771212,1.31734231294159,0.910635263193663,0.643822119383322,NA,1.22298066645546,NA,0.335668756135523,0.22814094778446,NA,0.463631003659878,NA,93.6359261065588,66.2623542404343,128.522624305052
"South East of Scotland","C60","Penis","Male",NA,"2017-2021",0,0,0,0,0,0,1,0,2,4,7,10,11,12,12,14,10,5,5,93,0,0,0,0,0,0,0.378737667354707,0,0.87139894386448,1.60647731654029,2.61252519220721,3.82242540536821,4.79033571543664,5.93756648837474,6.4126200362313,11.2636169082981,11.9056123056409,11.1380900403199,25.4517688979384,2.47934743575491,2.00115336905325,3.03736811205511,2.73379502656533,2.19708020361221,NA,3.32828084361738,NA,1.20255330344487,0.95278688724757,NA,1.48095520853628,NA,87.6770372753876,70.7666848147189,107.41029407145
"South East of Scotland","C61","Prostate","Male",NA,"2017-2021",0,0,0,0,0,0,0,0,8,23,159,397,672,1157,1191,904,488,285,127,5411,0,0,0,0,0,0,0,0,3.48559577545792,9.23724457010667,59.3416436515638,151.750288593118,292.645963706675,572.480368920798,636.452538595957,727.307834650104,580.993880515275,634.871132298234,646.474930007636,144.255365321181,140.437050509843,148.151195800115,155.38106436463,151.223140199938,NA,159.594593028053,NA,64.7798291427318,62.9723130601886,NA,66.6125647345329,NA,96.0775387588572,93.5344493669093,98.6722554475877
"South East of Scotland","C62","Testis","Male",NA,"2017-2021",3,0,1,4,25,30,46,54,35,24,25,18,8,2,6,2,2,0,1,286,1.53595674745799,0,0.477149319107922,1.99371978268454,10.0528377150302,11.1014076584911,17.4219326983165,21.9162959836358,15.2494815176284,9.63886389924174,9.33044711502575,6.88036572966279,3.48388052031756,0.989594414729123,3.20631001811565,1.60908812975687,2.38112246112818,0,5.09035377958768,7.62465985619252,6.766514443395,8.56149774573761,7.58962710373793,6.73046489442683,NA,8.49965009587633,NA,6.9632774505602,6.14840885586427,NA,7.82811765514264,NA,99.7953740875822,88.5635363260435,112.057178470979
"South East of Scotland","C90","Multiple myeloma and malignant plasma cell neoplasms","All","d","2017-2021",0,0,0,0,0,0,5,4,7,14,18,52,58,84,104,109,105,62,23,645,0,0,0,0,0,0,0.922602847152386,0.789423306538991,1.50614399166887,2.74823965434997,3.27626563961806,9.72120700001683,12.3024710997985,20.0181116248034,26.4049194396064,39.7123224786319,53.3425455062716,53.0476744584004,37.2138176522935,8.36541155230911,7.73219405263238,9.03666472121879,8.7320985353202,8.06140434832059,NA,9.42921065632023,NA,3.48761745511957,3.19520517334755,NA,3.79264965220859,NA,94.5779207981651,87.4188714007798,102.166995005415
"South East of Scotland","C90","Multiple myeloma and malignant plasma cell neoplasms","Male",NA,"2017-2021",0,0,0,0,0,0,1,3,3,8,12,32,38,52,67,59,50,30,13,368,0,0,0,0,0,0,0.378737667354707,1.21757199909088,1.30709841579672,3.21295463308058,4.47861461521236,12.2317612971783,16.5484324715084,25.7294547829572,35.8037952022914,47.4680998278276,59.5280615282044,66.8285402419193,66.1745991346399,9.81075114363233,8.8338695577324,10.8661453579814,10.7841345568784,9.69567351472351,NA,11.9296646555513,NA,4.335548488485,3.87072696240887,NA,4.82634594833204,NA,93.8826725875704,84.534534739288,103.98212654639
"South East of Scotland","C90","Multiple myeloma and malignant plasma cell neoplasms","Females",NA,"2017-2021",0,0,0,0,0,0,4,1,4,6,6,20,20,32,37,50,55,32,10,277,0,0,0,0,0,0,1.43931488611421,0.384161778208039,1.70034049318376,2.30392627435922,2.13169619065891,7.31799238196993,8.27058030526712,14.7114938142766,17.8973081481123,33.2933812758024,48.7385575159286,44.453705633118,23.719165085389,6.99612788315608,6.19642070069145,7.87040978216619,6.68006251376199,5.91392323635706,NA,7.49218927666799,NA,2.63968642175415,2.29319671391019,NA,3.01019807002457,NA,95.5176574114693,84.5993097254507,107.454168622443
"South East of Scotland","C82-C86","Non-Hodgkin lymphoma","All","d","2017-2021",3,3,2,3,7,12,18,17,39,50,85,129,158,197,249,218,191,85,34,1500,0.790180687983986,0.709228241468575,0.487546834967834,0.763057827065661,1.38348123406526,2.1573111274108,3.32137024974859,3.35504905279071,8.39137366786943,9.81514162267847,15.4712544093075,24.1160712115802,33.5136281684166,46.9472379772175,63.2194705813652,79.4246449572637,97.0326303971225,72.7266504671618,55.0117304425208,19.4544454704863,18.4822739945929,20.4644819815378,19.9982709384431,18.9900988360089,NA,21.0321510442035,NA,9.50097150542715,8.96311064117693,NA,10.0542834999894,NA,100.459911845849,95.439760491987,105.675592704769
"South East of Scotland","C82-C86","Non-Hodgkin lymphoma","Male",NA,"2017-2021",3,1,2,3,3,3,16,9,24,33,48,78,101,106,123,125,104,43,10,835,1.53595674745799,0.462186233320854,0.954298638215843,1.49528983701341,1.20634052580362,1.11014076584911,6.05980267767531,3.65271599727264,10.4567873263738,13.2534378614574,17.9144584608494,29.8149181618721,43.9839915690091,52.4485039806435,65.7293553713709,100.568008109804,123.818367978665,95.787574346751,50.9035377958768,22.2608076221005,20.7763232231184,23.8233528056365,23.7514126522929,22.1549889301456,NA,25.4025868116309,NA,11.4127965189658,10.5613718318819,NA,12.2967576027318,NA,101.838596571483,95.0473870883864,108.986918019302
"South East of Scotland","C82-C86","Non-Hodgkin lymphoma","Females",NA,"2017-2021",0,2,0,0,4,9,2,8,15,17,37,51,57,91,126,93,87,42,24,665,0,0.967904293623447,0,0,1.5547021967942,3.14672111659651,0.719657443057105,3.07329422566431,6.3762768494391,6.52779111068446,13.1454598423966,18.6608805740233,23.5711538700113,41.835810534349,60.9475899097879,61.9256891729924,77.0955364342871,58.3454886434674,56.9259962049336,16.7957582754469,15.543298872328,18.1222729275927,16.2451292245934,15.0303412697026,NA,17.5064523882507,NA,7.58914649188846,6.9418560758228,NA,8.26487712489826,NA,98.7807608342061,91.4146812130853,106.582381008047
"South East of Scotland","C15","Oesophagus","All","d","2017-2021",0,0,0,0,0,0,0,2,7,22,42,85,143,184,205,181,163,102,55,1191,0,0,0,0,0,0,0,0.394711653269495,1.50614399166887,4.31866231397853,7.64461982577547,15.8904345192583,30.3319546081239,43.8491968924265,52.0481585107625,65.9443153085538,82.8079515954501,87.2719805605941,88.9895639511366,15.4468297035661,14.5819112523265,16.3496529888275,16.2997752600168,15.3736971127438,NA,17.2525552818477,NA,6.63023912908025,6.22471599931269,NA,7.04837817176728,NA,92.2084949030236,87.0454400799197,97.5978193077675
"South East of Scotland","C15","Oesophagus","Male",NA,"2017-2021",0,0,0,0,0,0,0,1,5,14,31,67,105,125,148,126,100,46,27,795,0,0,0,0,0,0,0,0.405857333030293,2.1784973596612,5.62267060789102,11.5697544226319,25.610250215967,45.7259318291679,61.8496509205702,79.0889804468527,101.372552174683,119.056123056409,102.470428370943,137.439552048867,21.1944216282274,19.7465499374098,22.7203763376569,23.0915336868373,21.4926701606079,NA,24.7469444445956,NA,9.53620759720776,8.83995093593368,NA,10.258482059178,NA,90.3976205039366,84.2222146381491,96.9060630153134
"South East of Scotland","C15","Oesophagus","Females",NA,"2017-2021",0,0,0,0,0,0,0,1,2,8,11,18,38,59,57,55,63,56,28,396,0,0,0,0,0,0,0,0.384161778208039,0.85017024659188,3.07190169914563,3.90810968287466,6.58619314377294,15.7141025800075,27.1243167200725,27.5715287687136,36.6227194033826,55.8278022455183,77.7939848579565,66.4136622390892,10.0016846271834,9.04073557372608,11.0369691264703,9.50801683319627,8.59170831878172,NA,10.4700853854233,NA,3.72427066095274,3.31724482657562,NA,4.15450984631026,NA,96.0721725438895,86.841681210587,106.01670036645
"South East of Scotland","C25","Pancreas","All","d","2017-2021",0,0,0,2,0,1,1,7,13,24,41,83,121,166,232,201,186,115,51,1244,0,0,0,0.508705218043774,0,0.179775927284233,0.184520569430477,1.38149078644323,2.79712455595648,4.71126797888567,7.46260506801891,15.5165419423345,25.6655000530279,39.5596015442543,58.9032818268142,73.2309799835321,94.4925091825382,98.3948800438071,82.5175956637813,16.13422011019,15.2499933883426,17.0563438016108,16.6804531053333,15.7541857445174,NA,17.6328062533142,NA,6.71785893562259,6.30860704017789,NA,7.13979062673374,NA,99.8624542107633,94.3895494208598,105.569921586457
"South East of Scotland","C25","Pancreas","Male",NA,"2017-2021",0,0,0,1,0,0,0,6,9,9,26,42,69,90,129,105,96,48,20,650,0,0,0,0.498429945671136,0,0,0,2.43514399818176,3.92129524739016,3.61457396221565,9.70366499962678,16.0541867025465,30.0484694877389,44.5317486628105,68.9356653894865,84.4771268122355,114.293878134152,106.925664387071,101.807075591754,17.3287724004375,16.0220314791215,18.7136934074296,19.0054886199565,17.5545852727497,NA,20.5131804984804,NA,7.63015314561551,7.00644054802347,NA,8.28008046532937,NA,101.88993908856,94.2065469935687,110.03301545797
"South East of Scotland","C25","Pancreas","Females",NA,"2017-2021",0,0,0,1,0,1,1,1,4,15,15,41,52,76,103,96,90,67,31,594,0,0,0,0.51941306323854,0,0.349635679621834,0.359828721528552,0.384161778208039,1.70034049318376,5.75981568589805,5.32924047664727,15.0018843830384,21.5035087936945,34.9397978089069,49.8222361960965,63.9232920495405,79.7540032078832,93.0749461693408,73.5294117647059,15.0025269407751,13.8201465620303,16.2590176509493,14.3554175907101,13.220686744907,NA,15.5362007811989,NA,5.80556472562967,5.28363166849158,NA,6.35172935151888,NA,97.7343136930705,90.0316689788189,105.919751899939
